
code	|	name	|	preferred name	|	lineage
1	|	Lascolabacillus massiliensis	|	 	|	1627894 1924067 171551 171549 200643 976 68336 1783270 2 131567 
1	|	Lautropia mirabilis	|	 	|	47671 47670 119060 80840 28216 1224 2 131567 
1	|	Lawsonella clevelandensis	|	 	|	1528099 1847725 2805586 85007 1760 201174 1783272 2 131567 
1	|	Lawsonia intracellularis	|	 	|	29546 41707 194924 213115 28221 68525 1224 2 131567 
1	|	Leadbetterella byssophila	|	 	|	316068 319458 89373 768507 768503 976 68336 1783270 2 131567 
1	|	Leclercia adecarboxylata	|	 	|	83655 83654 543 91347 1236 1224 2 131567 
1	|	Leeia oryzae	|	 	|	356662 650341 1499392 206351 28216 1224 2 131567 
1	|	Leeuwenhoekiella blandensis	|	 	|	360293 283735 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Leeuwenhoekiella marinoflava	|	 	|	988 283735 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Legionella adelaidensis	|	 	|	45056 445 444 118969 1236 1224 2 131567 
1	|	Legionella anisa	|	 	|	28082 445 444 118969 1236 1224 2 131567 
1	|	Legionella birminghamensis	|	 	|	28083 445 444 118969 1236 1224 2 131567 
1	|	Legionella brunensis	|	 	|	29422 445 444 118969 1236 1224 2 131567 
1	|	Legionella cherrii	|	 	|	28084 445 444 118969 1236 1224 2 131567 
1	|	Legionella cincinnatiensis	|	 	|	28085 445 444 118969 1236 1224 2 131567 
1	|	Legionella clemsonensis	|	 	|	1867846 445 444 118969 1236 1224 2 131567 
1	|	Legionella drancourtii	|	 	|	168933 445 444 118969 1236 1224 2 131567 
1	|	Legionella drozanskii	|	 	|	96228 445 444 118969 1236 1224 2 131567 
1	|	Legionella fairfieldensis	|	 	|	45064 445 444 118969 1236 1224 2 131567 
1	|	Legionella fallonii	|	 	|	96230 445 444 118969 1236 1224 2 131567 
1	|	Legionella feeleii	|	 	|	453 445 444 118969 1236 1224 2 131567 
1	|	Legionella geestiana	|	 	|	45065 445 444 118969 1236 1224 2 131567 
1	|	Legionella gratiana	|	 	|	45066 445 444 118969 1236 1224 2 131567 
1	|	Legionella hackeliae	|	 	|	449 445 444 118969 1236 1224 2 131567 
1	|	Legionella israelensis	|	 	|	454 445 444 118969 1236 1224 2 131567 
1	|	Legionella jamestowniensis	|	 	|	455 445 444 118969 1236 1224 2 131567 
1	|	Legionella jordanis	|	 	|	456 445 444 118969 1236 1224 2 131567 
1	|	Legionella lansingensis	|	 	|	45067 445 444 118969 1236 1224 2 131567 
1	|	Legionella londiniensis	|	 	|	45068 445 444 118969 1236 1224 2 131567 
1	|	Legionella longbeachae	|	 	|	450 445 444 118969 1236 1224 2 131567 
1	|	Legionella maceachernii	|	 	|	466 465 444 118969 1236 1224 2 131567 
1	|	Legionella massiliensis	|	 	|	1034943 445 444 118969 1236 1224 2 131567 
1	|	Legionella moravica	|	 	|	39962 445 444 118969 1236 1224 2 131567 
1	|	Legionella nautarum	|	 	|	45070 445 444 118969 1236 1224 2 131567 
1	|	Legionella norrlandica	|	 	|	1498499 445 444 118969 1236 1224 2 131567 
1	|	Legionella oakridgensis	|	 	|	29423 445 444 118969 1236 1224 2 131567 
1	|	Legionella pneumophila	|	 	|	446 445 444 118969 1236 1224 2 131567 
1	|	Legionella quinlivanii	|	 	|	45073 445 444 118969 1236 1224 2 131567 
1	|	Legionella rubrilucens	|	 	|	458 445 444 118969 1236 1224 2 131567 
1	|	Legionella saoudiensis	|	 	|	1750561 445 444 118969 1236 1224 2 131567 
1	|	Legionella shakespearei	|	 	|	45075 445 444 118969 1236 1224 2 131567 
1	|	Legionella spiritensis	|	 	|	452 445 444 118969 1236 1224 2 131567 
1	|	Legionella steelei	|	 	|	947033 445 444 118969 1236 1224 2 131567 
1	|	Legionella tucsonensis	|	 	|	40335 445 444 118969 1236 1224 2 131567 
1	|	Legionella tunisiensis	|	 	|	1034944 445 444 118969 1236 1224 2 131567 
1	|	Legionella wadsworthii	|	 	|	28088 445 444 118969 1236 1224 2 131567 
1	|	Legionella waltersii	|	 	|	66969 445 444 118969 1236 1224 2 131567 
1	|	Legionella worsleiensis	|	 	|	45076 445 444 118969 1236 1224 2 131567 
1	|	Leifsonia aquatica	|	 	|	144185 110932 85023 85006 1760 201174 1783272 2 131567 
1	|	Leifsonia rubra	|	 	|	191389 110932 85023 85006 1760 201174 1783272 2 131567 
1	|	Leifsonia xyli	|	 	|	1575 110932 85023 85006 1760 201174 1783272 2 131567 
1	|	Leisingera daeponensis	|	 	|	405746 191028 31989 204455 28211 1224 2 131567 
1	|	Leisingera methylohalidivorans	|	 	|	133924 191028 31989 204455 28211 1224 2 131567 
1	|	Lelliottia amnigena	|	 	|	61646 1330545 543 91347 1236 1224 2 131567 
1	|	Leminorella grimontii	|	 	|	82981 82980 1903416 91347 1236 1224 2 131567 
1	|	Lentibacillus halodurans	|	 	|	237679 175304 186817 1385 91061 1239 1783272 2 131567 
1	|	Lentibacillus jeotgali	|	 	|	558169 175304 186817 1385 91061 1239 1783272 2 131567 
1	|	Lentibacillus persicus	|	 	|	640948 175304 186817 1385 91061 1239 1783272 2 131567 
1	|	Lentibacter algarum	|	 	|	576131 1434014 31989 204455 28211 1224 2 131567 
1	|	Lentimicrobium saccharophilum	|	 	|	1678841 1840214 1840213 171549 200643 976 68336 1783270 2 131567 
1	|	Lentisphaera araneosa	|	 	|	256847 256846 566277 278081 1313211 256845 1783257 2 131567 
1	|	Lentzea albida	|	 	|	65499 165301 2070 85010 1760 201174 1783272 2 131567 
1	|	Lentzea albidocapillata	|	 	|	40571 165301 2070 85010 1760 201174 1783272 2 131567 
1	|	Lentzea guizhouensis	|	 	|	1586287 165301 2070 85010 1760 201174 1783272 2 131567 
1	|	Lentzea kentuckyensis	|	 	|	360086 165301 2070 85010 1760 201174 1783272 2 131567 
1	|	Leptolinea tardivitalis	|	 	|	229920 475966 292628 292629 292625 200795 1783272 2 131567 
1	|	Leptolyngbya boryana	|	 	|	1184 47251 1890438 1890424 1117 1798711 1783272 2 131567 
1	|	Leptolyngbya ohadii	|	 	|	1962290 47251 1890438 1890424 1117 1798711 1783272 2 131567 
1	|	Leptolyngbya sp. PCC 7376	|	 	|	111781 2650499 47251 1890438 1890424 1117 1798711 1783272 2 131567 
1	|	Leptolyngbya valderiana	|	 	|	322865 47251 1890438 1890424 1117 1798711 1783272 2 131567 
1	|	Leptonema illini	|	 	|	183 32205 170 1643688 203692 203691 2 131567 
1	|	Leptospira alexanderi	|	 	|	100053 171 170 1643688 203692 203691 2 131567 
1	|	Leptospira alstonii	|	 	|	28452 171 170 1643688 203692 203691 2 131567 
1	|	Leptospira biflexa	|	 	|	172 171 170 1643688 203692 203691 2 131567 
1	|	Leptospira borgpetersenii	|	 	|	174 171 170 1643688 203692 203691 2 131567 
1	|	Leptospira broomii	|	 	|	301541 171 170 1643688 203692 203691 2 131567 
1	|	Leptospira interrogans	|	 	|	173 171 170 1643688 203692 203691 2 131567 
1	|	Leptospira kirschneri	|	 	|	29507 171 170 1643688 203692 203691 2 131567 
1	|	Leptospira kmetyi	|	 	|	408139 171 170 1643688 203692 203691 2 131567 
1	|	Leptospira licerasiae	|	 	|	447106 171 170 1643688 203692 203691 2 131567 
1	|	Leptospira mayottensis	|	 	|	1137606 171 170 1643688 203692 203691 2 131567 
1	|	Leptospira meyeri	|	 	|	29508 171 170 1643688 203692 203691 2 131567 
1	|	Leptospira noguchii	|	 	|	28182 171 170 1643688 203692 203691 2 131567 
1	|	Leptospira santarosai	|	 	|	28183 171 170 1643688 203692 203691 2 131567 
1	|	Leptospira weilii	|	 	|	28184 171 170 1643688 203692 203691 2 131567 
1	|	Leptospira wolbachii	|	 	|	29511 171 170 1643688 203692 203691 2 131567 
1	|	Leptospira wolffii	|	 	|	409998 171 170 1643688 203692 203691 2 131567 
1	|	Leptospirillum ferriphilum	|	 	|	178606 261386 179 189779 189778 203693 40117 2 131567 
1	|	Leptospirillum ferrooxidans	|	 	|	180 655606 179 189779 189778 203693 40117 2 131567 
1	|	Leptothrix cholodnii	|	 	|	34029 88 224471 80840 28216 1224 2 131567 
1	|	Leptotrichia buccalis	|	 	|	40542 32067 1129771 203491 203490 32066 2 131567 
1	|	Leptotrichia goodfellowii	|	Pseudoleptotrichia goodfellowii	|	157692 2755140 1129771 203491 203490 32066 2 131567 
1	|	Leptotrichia hofstadii	|	 	|	157688 32067 1129771 203491 203490 32066 2 131567 
1	|	Leptotrichia shahii	|	 	|	157691 32067 1129771 203491 203490 32066 2 131567 
1	|	Leptotrichia trevisanii	|	 	|	109328 32067 1129771 203491 203490 32066 2 131567 
1	|	Leptotrichia wadei	|	 	|	157687 32067 1129771 203491 203490 32066 2 131567 
1	|	Leucobacter celer	|	 	|	668625 55968 85023 85006 1760 201174 1783272 2 131567 
1	|	Leucobacter chironomi	|	 	|	491918 55968 85023 85006 1760 201174 1783272 2 131567 
1	|	Leucobacter chromiiresistens	|	 	|	1079994 55968 85023 85006 1760 201174 1783272 2 131567 
1	|	Leucobacter komagatae	|	 	|	55969 55968 85023 85006 1760 201174 1783272 2 131567 
1	|	Leucobacter musarum	|	 	|	1930747 55968 85023 85006 1760 201174 1783272 2 131567 
1	|	Leucobacter salsicius	|	 	|	664638 55968 85023 85006 1760 201174 1783272 2 131567 
1	|	Leuconostoc carnosum	|	 	|	1252 1243 81850 186826 91061 1239 1783272 2 131567 
1	|	Leuconostoc citreum	|	 	|	33964 1243 81850 186826 91061 1239 1783272 2 131567 
1	|	Leuconostoc fallax	|	 	|	1251 1243 81850 186826 91061 1239 1783272 2 131567 
1	|	Leuconostoc gelidum	|	 	|	1244 1243 81850 186826 91061 1239 1783272 2 131567 
1	|	Leuconostoc kimchii	|	 	|	136609 1243 81850 186826 91061 1239 1783272 2 131567 
1	|	Leuconostoc lactis	|	 	|	1246 1243 81850 186826 91061 1239 1783272 2 131567 
1	|	Leuconostoc mesenteroides	|	 	|	1245 1243 81850 186826 91061 1239 1783272 2 131567 
1	|	Leuconostoc pseudomesenteroides	|	 	|	33968 1243 81850 186826 91061 1239 1783272 2 131567 
1	|	Leuconostoc sp. C2	|	 	|	979982 2685106 1243 81850 186826 91061 1239 1783272 2 131567 
1	|	Leucothrix mucor	|	 	|	45248 45247 135617 72273 1236 1224 2 131567 
1	|	Levilinea saccharolytica	|	 	|	229921 475965 292628 292629 292625 200795 1783272 2 131567 
1	|	Levyella massiliensis	|	 	|	938289 1715798 538999 186802 186801 1239 1783272 2 131567 
1	|	Lewinella agarilytica	|	 	|	478744 70994 1937960 1936988 1937959 976 68336 1783270 2 131567 
1	|	Lewinella cohaerens	|	 	|	70995 70994 1937960 1936988 1937959 976 68336 1783270 2 131567 
1	|	Lewinella persica	|	 	|	70998 70994 1937960 1936988 1937959 976 68336 1783270 2 131567 
1	|	Libanicoccus massiliensis	|	Parolsenella massiliensis	|	1871022 2082587 1643824 84999 84998 201174 1783272 2 131567 
1	|	Limimaricola cinnabarinus	|	 	|	1125964 2211638 31989 204455 28211 1224 2 131567 
1	|	Limimaricola hongkongensis	|	 	|	278132 2211638 31989 204455 28211 1224 2 131567 
1	|	Limimaricola pyoseonensis	|	 	|	521013 2211638 31989 204455 28211 1224 2 131567 
1	|	Limimaricola soesokkakensis	|	 	|	1343159 2211638 31989 204455 28211 1224 2 131567 
1	|	Limimonas halophila	|	 	|	1082479 1434015 41295 204441 28211 1224 2 131567 
1	|	Limnochorda pilosa	|	 	|	1555112 1676651 1676650 1676649 1676648 1239 1783272 2 131567 
1	|	Limnohabitans planktonicus	|	 	|	540060 665874 80864 80840 28216 1224 2 131567 
1	|	Lishizhenia tianjinensis	|	 	|	477690 559293 1853230 200644 117743 976 68336 1783270 2 131567 
1	|	Listeria aquatica	|	 	|	1494960 1637 186820 1385 91061 1239 1783272 2 131567 
1	|	Listeria booriae	|	 	|	1552123 1637 186820 1385 91061 1239 1783272 2 131567 
1	|	Listeria fleischmannii	|	 	|	1069827 1637 186820 1385 91061 1239 1783272 2 131567 
1	|	Listeria floridensis	|	 	|	1494962 1637 186820 1385 91061 1239 1783272 2 131567 
1	|	Listeria grayi	|	 	|	1641 1637 186820 1385 91061 1239 1783272 2 131567 
1	|	Listeria innocua	|	 	|	1642 1637 186820 1385 91061 1239 1783272 2 131567 
1	|	Listeria ivanovii	|	 	|	1638 1637 186820 1385 91061 1239 1783272 2 131567 
1	|	Listeria monocytogenes	|	 	|	1639 1637 186820 1385 91061 1239 1783272 2 131567 
1	|	Listeria newyorkensis	|	 	|	1497681 1637 186820 1385 91061 1239 1783272 2 131567 
1	|	Listeria rocourtiae	|	 	|	647910 1637 186820 1385 91061 1239 1783272 2 131567 
1	|	Listeria seeligeri	|	 	|	1640 1637 186820 1385 91061 1239 1783272 2 131567 
1	|	Listeria weihenstephanensis	|	 	|	1006155 1637 186820 1385 91061 1239 1783272 2 131567 
1	|	Listeria welshimeri	|	 	|	1643 1637 186820 1385 91061 1239 1783272 2 131567 
1	|	Litoreibacter albidus	|	 	|	670155 947567 31989 204455 28211 1224 2 131567 
1	|	Litoreibacter arenae	|	 	|	491388 947567 31989 204455 28211 1224 2 131567 
1	|	Litoreibacter ascidiaceicola	|	 	|	1486859 947567 31989 204455 28211 1224 2 131567 
1	|	Litoreibacter janthinus	|	 	|	670154 947567 31989 204455 28211 1224 2 131567 
1	|	Litorimicrobium taeanense	|	 	|	657014 1341013 31989 204455 28211 1224 2 131567 
1	|	Loktanella atrilutea	|	 	|	366533 245186 31989 204455 28211 1224 2 131567 
1	|	Loktanella fryxellensis	|	 	|	245187 245186 31989 204455 28211 1224 2 131567 
1	|	Loktanella salsilacus	|	 	|	195913 245186 31989 204455 28211 1224 2 131567 
1	|	Longilinea arvoryzae	|	 	|	360412 475961 292628 292629 292625 200795 1783272 2 131567 
1	|	Longispora albida	|	 	|	203523 203522 28056 85008 1760 201174 1783272 2 131567 
1	|	Lonsdalea quercina	|	 	|	71657 1082702 1903410 91347 1236 1224 2 131567 
1	|	Luminiphilus syltensis	|	 	|	1341119 1341118 1706372 1706369 1236 1224 2 131567 
1	|	Lunatimonas lonarensis	|	 	|	1232681 1774589 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Luteibacter rhizovicinus	|	 	|	242606 242605 1775411 135614 1236 1224 2 131567 
1	|	Luteibacter yeojuensis	|	 	|	345309 242605 1775411 135614 1236 1224 2 131567 
1	|	Luteimonas abyssi	|	 	|	1247514 83614 32033 135614 1236 1224 2 131567 
1	|	Luteimonas huabeiensis	|	 	|	1244513 83614 32033 135614 1236 1224 2 131567 
1	|	Luteimonas mephitis	|	 	|	83615 83614 32033 135614 1236 1224 2 131567 
1	|	Luteipulveratus halotolerans	|	 	|	1631356 745364 145357 85006 1760 201174 1783272 2 131567 
1	|	Luteipulveratus mongoliensis	|	 	|	571913 745364 145357 85006 1760 201174 1783272 2 131567 
1	|	Lutibacter agarilyticus	|	 	|	1109740 358023 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Lutibacter flavus	|	 	|	691689 358023 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Lutibacter maritimus	|	 	|	593133 358023 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Lutibacter oricola	|	 	|	762486 358023 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Lutibacter profundi	|	 	|	1622118 358023 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Lutibaculum baratangense	|	 	|	1358440 1358438 119043 356 28211 1224 2 131567 
1	|	Lutimaribacter saemankumensis	|	 	|	490829 490828 31989 204455 28211 1224 2 131567 
1	|	Lutispora thermophila	|	 	|	288966 667112 31979 186802 186801 1239 1783272 2 131567 
1	|	Lyngbya aestuarii	|	 	|	118322 28073 1892254 1150 1301283 1117 1798711 1783272 2 131567 
1	|	Lyngbya confervoides	|	 	|	207921 28073 1892254 1150 1301283 1117 1798711 1783272 2 131567 
1	|	Lysinibacillus fusiformis	|	 	|	28031 400634 186817 1385 91061 1239 1783272 2 131567 
1	|	Lysinibacillus macroides	|	 	|	33935 400634 186817 1385 91061 1239 1783272 2 131567 
1	|	Lysinibacillus manganicus	|	 	|	1266064 400634 186817 1385 91061 1239 1783272 2 131567 
1	|	Lysinibacillus massiliensis	|	 	|	292806 400634 186817 1385 91061 1239 1783272 2 131567 
1	|	Lysinibacillus odysseyi	|	 	|	202611 400634 186817 1385 91061 1239 1783272 2 131567 
1	|	Lysinibacillus sinduriensis	|	 	|	561440 400634 186817 1385 91061 1239 1783272 2 131567 
1	|	Lysinibacillus sphaericus	|	 	|	1421 400634 186817 1385 91061 1239 1783272 2 131567 
1	|	Lysinimicrobium flavum	|	Demequina phytophila	|	1638981 577469 1042322 85006 1760 201174 1783272 2 131567 
1	|	Lysinimicrobium mangrovi	|	Demequina mangrovi	|	1043493 577469 1042322 85006 1760 201174 1783272 2 131567 
1	|	Lysinimicrobium pelophilum	|	Demequina pelophila	|	1638984 577469 1042322 85006 1760 201174 1783272 2 131567 
1	|	Lysinimicrobium rhizosphaerae	|	Demequina rhizosphaerae	|	1638985 577469 1042322 85006 1760 201174 1783272 2 131567 
1	|	Lysinimicrobium soli	|	Demequina soli	|	1638987 577469 1042322 85006 1760 201174 1783272 2 131567 
1	|	Lysinimicrobium subtropicum	|	Demequina subtropica	|	1638989 577469 1042322 85006 1760 201174 1783272 2 131567 
1	|	Lysobacter antibioticus	|	 	|	84531 68 32033 135614 1236 1224 2 131567 
1	|	Lysobacter arseniciresistens	|	 	|	1385522 68 32033 135614 1236 1224 2 131567 
1	|	Lysobacter capsici	|	 	|	435897 68 32033 135614 1236 1224 2 131567 
1	|	Lysobacter concretionis	|	 	|	262325 68 32033 135614 1236 1224 2 131567 
1	|	Lysobacter daejeonensis	|	 	|	346181 68 32033 135614 1236 1224 2 131567 
1	|	Lysobacter defluvii	|	 	|	391738 68 32033 135614 1236 1224 2 131567 
1	|	Lysobacter dokdonensis	|	 	|	414050 68 32033 135614 1236 1224 2 131567 
1	|	Lysobacter enzymogenes	|	 	|	69 68 32033 135614 1236 1224 2 131567 
1	|	Lysobacter spongiicola	|	 	|	435289 68 32033 135614 1236 1224 2 131567 
1	|	Lysobacter tolerans	|	 	|	1604334 68 32033 135614 1236 1224 2 131567 
1	|	Macrococcus canis	|	 	|	1855823 69965 90964 1385 91061 1239 1783272 2 131567 
1	|	Macrococcus caseolyticus	|	 	|	69966 69965 90964 1385 91061 1239 1783272 2 131567 
1	|	Mageeibacillus indolicus	|	 	|	884684 1637257 2304686 186802 186801 1239 1783272 2 131567 
1	|	Magnetofaba australis	|	 	|	1472297 1472292 1191479 1191478 28211 1224 2 131567 
1	|	Magnetospirillum caucaseum	|	 	|	1244869 13134 41295 204441 28211 1224 2 131567 
1	|	Magnetospirillum gryphiswaldense	|	 	|	55518 13134 41295 204441 28211 1224 2 131567 
1	|	Magnetospirillum magneticum	|	 	|	84159 13134 41295 204441 28211 1224 2 131567 
1	|	Magnetospirillum marisnigri	|	 	|	1285242 13134 41295 204441 28211 1224 2 131567 
1	|	Magnetospirillum moscoviense	|	 	|	1437059 13134 41295 204441 28211 1224 2 131567 
1	|	Mahella australiensis	|	 	|	252966 252965 543372 68295 186801 1239 1783272 2 131567 
1	|	Mailhella massiliensis	|	 	|	1903261 1981028 194924 213115 28221 68525 1224 2 131567 
1	|	Maledivibacter halophilus	|	 	|	36842 1884930 31979 186802 186801 1239 1783272 2 131567 
1	|	Malonomonas rubra	|	 	|	57040 57039 213421 69541 28221 68525 1224 2 131567 
1	|	Mameliella alba	|	 	|	561184 1434019 31989 204455 28211 1224 2 131567 
1	|	Mangrovibacter phragmitis	|	 	|	1691903 451512 543 91347 1236 1224 2 131567 
1	|	Mangrovimonas yunxiaonensis	|	 	|	1197477 1211036 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Mannheimia haemolytica	|	 	|	75985 75984 712 135625 1236 1224 2 131567 
1	|	Mannheimia succiniciproducens	|	[Mannheimia] succiniciproducens	|	157673 697331 712 135625 1236 1224 2 131567 
1	|	Maribacter antarcticus	|	 	|	505250 252356 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Maribacter arcticus	|	 	|	561365 252356 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Maribacter forsetii	|	 	|	444515 252356 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Maribacter sedimenticola	|	 	|	228956 252356 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Maribacter sp. HTCC2170	|	 	|	313603 2615042 252356 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Maribacter stanieri	|	 	|	440514 252356 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Maribacter thermophilus	|	 	|	1197874 252356 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Maribius pelagius	|	 	|	387096 387095 31989 204455 28211 1224 2 131567 
1	|	Maricaulis maris	|	 	|	74318 74317 2800061 2800059 28211 1224 2 131567 
1	|	Maricaulis salignorans	|	 	|	144026 74317 2800061 2800059 28211 1224 2 131567 
1	|	Marichromatium purpuratum	|	 	|	37487 85076 1046 135613 1236 1224 2 131567 
1	|	Marinagarivorans algicola	|	 	|	1513270 1792291 1706371 1706369 1236 1224 2 131567 
1	|	Marinibacterium profundimaris	|	 	|	1679460 1931200 31989 204455 28211 1224 2 131567 
1	|	Mariniblastus fucicola	|	 	|	980251 2005380 2691357 2691354 203683 203682 1783257 2 131567 
1	|	Marinifilum fragile	|	 	|	570161 866673 1573805 1970189 200643 976 68336 1783270 2 131567 
1	|	Marinilabilia salmonicolor	|	 	|	989 59738 558415 1970189 200643 976 68336 1783270 2 131567 
1	|	Marinilactibacillus piezotolerans	|	 	|	258723 191769 186828 186826 91061 1239 1783272 2 131567 
1	|	Marinilactibacillus psychrotolerans	|	 	|	191770 191769 186828 186826 91061 1239 1783272 2 131567 
1	|	Marinimicrobium agarilyticum	|	 	|	306546 359337 1706371 1706369 1236 1224 2 131567 
1	|	Mariniphaga anaerophila	|	 	|	1484053 1573806 1471398 1970189 200643 976 68336 1783270 2 131567 
1	|	Mariniradius saccharolyticus	|	 	|	1245591 1245590 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Marinobacter adhaerens	|	 	|	1033846 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter antarcticus	|	 	|	564117 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter daepoensis	|	 	|	262077 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter daqiaonensis	|	 	|	650891 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter excellens	|	 	|	218670 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter hydrocarbonoclasticus	|	 	|	2743 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter lipolyticus	|	 	|	209639 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter lutaoensis	|	 	|	135739 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter mobilis	|	 	|	488533 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter nanhaiticus	|	 	|	1305740 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter nitratireducens	|	 	|	1137280 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter persicus	|	 	|	930118 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter psychrophilus	|	 	|	330734 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter salarius	|	 	|	1420917 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter salinus	|	 	|	1874317 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter santoriniensis	|	 	|	523742 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter segnicrescens	|	 	|	430453 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter sp. BSs20148	|	 	|	490759 83889 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter subterrani	|	 	|	1658765 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacter zhejiangensis	|	 	|	488535 2742 72275 135622 1236 1224 2 131567 
1	|	Marinobacterium georgiense	|	 	|	48076 48075 135620 135619 1236 1224 2 131567 
1	|	Marinobacterium jannaschii	|	 	|	64970 48075 135620 135619 1236 1224 2 131567 
1	|	Marinobacterium litorale	|	 	|	404770 48075 135620 135619 1236 1224 2 131567 
1	|	Marinobacterium profundum	|	 	|	1714300 48075 135620 135619 1236 1224 2 131567 
1	|	Marinobacterium rhizophilum	|	 	|	420402 48075 135620 135619 1236 1224 2 131567 
1	|	Marinobacterium stanieri	|	 	|	49186 48075 135620 135619 1236 1224 2 131567 
1	|	Marinococcus halotolerans	|	 	|	301092 1370 186817 1385 91061 1239 1783272 2 131567 
1	|	Marinomonas aquimarina	|	 	|	295068 28253 135620 135619 1236 1224 2 131567 
1	|	Marinomonas atlantica	|	 	|	1806668 28253 135620 135619 1236 1224 2 131567 
1	|	Marinomonas fungiae	|	 	|	1137284 28253 135620 135619 1236 1224 2 131567 
1	|	Marinomonas mediterranea	|	 	|	119864 28253 135620 135619 1236 1224 2 131567 
1	|	Marinomonas polaris	|	 	|	293552 28253 135620 135619 1236 1224 2 131567 
1	|	Marinomonas posidonica	|	 	|	936476 28253 135620 135619 1236 1224 2 131567 
1	|	Marinomonas profundimaris	|	 	|	1208321 28253 135620 135619 1236 1224 2 131567 
1	|	Marinomonas sp. MWYL1	|	 	|	400668 196814 28253 135620 135619 1236 1224 2 131567 
1	|	Marinomonas spartinae	|	 	|	1792290 28253 135620 135619 1236 1224 2 131567 
1	|	Marinomonas ushuaiensis	|	 	|	263818 28253 135620 135619 1236 1224 2 131567 
1	|	Marinospirillum alkaliphilum	|	 	|	148454 64968 135620 135619 1236 1224 2 131567 
1	|	Marinospirillum celere	|	 	|	1122252 64968 135620 135619 1236 1224 2 131567 
1	|	Marinospirillum insulare	|	 	|	217169 64968 135620 135619 1236 1224 2 131567 
1	|	Marinospirillum minutulum	|	 	|	64974 64968 135620 135619 1236 1224 2 131567 
1	|	Marinovum algicola	|	 	|	42444 367771 31989 204455 28211 1224 2 131567 
1	|	Mariprofundus ferrooxydans	|	 	|	314344 377315 580372 580371 580370 1224 2 131567 
1	|	Mariprofundus micogutta	|	 	|	1921010 377315 580372 580371 580370 1224 2 131567 
1	|	Maritalea myrionectae	|	 	|	454601 623276 45401 356 28211 1224 2 131567 
1	|	Maritimibacter alkaliphilus	|	 	|	404236 404235 31989 204455 28211 1224 2 131567 
1	|	Marivirga tractuosa	|	 	|	1006 869806 2762301 768507 768503 976 68336 1783270 2 131567 
1	|	Marivita cryptomonadis	|	 	|	505252 659428 31989 204455 28211 1224 2 131567 
1	|	Marivita geojedonensis	|	 	|	1123756 659428 31989 204455 28211 1224 2 131567 
1	|	Marivita hallyeonensis	|	 	|	996342 659428 31989 204455 28211 1224 2 131567 
1	|	Marmoricola aequoreus	|	 	|	397278 86795 85015 85009 1760 201174 1783272 2 131567 
1	|	Marmoricola scoriae	|	 	|	642780 86795 85015 85009 1760 201174 1783272 2 131567 
1	|	Martelella endophytica	|	 	|	1486262 293088 255475 356 28211 1224 2 131567 
1	|	Martelella mediterranea	|	 	|	293089 293088 255475 356 28211 1224 2 131567 
1	|	Marvinbryantia formatexigens	|	 	|	168384 248744 186803 186802 186801 1239 1783272 2 131567 
1	|	Massilia alkalitolerans	|	 	|	286638 149698 75682 80840 28216 1224 2 131567 
1	|	Massilia namucuonensis	|	 	|	1035707 149698 75682 80840 28216 1224 2 131567 
1	|	Massilia niastensis	|	 	|	544911 149698 75682 80840 28216 1224 2 131567 
1	|	Massilia putida	|	 	|	1141883 149698 75682 80840 28216 1224 2 131567 
1	|	Massilia timonae	|	 	|	47229 149698 75682 80840 28216 1224 2 131567 
